ts_code,name,count,exchange,list_date,type
883300.TI,沪深300样本股,300.0,A,20100413,N
883301.TI,上证50样本股,50.0,A,20150922,N
883302.TI,上证180成份股,180.0,A,20150922,N
883303.TI,上证380成份股,380.0,A,20150922,N
883304.TI,中证500成份股,500.0,A,20150916,N
885311.TI,智能电网,275.0,A,20070808,N
885312.TI,物联网,460.0,A,20090925,N
885333.TI,移动支付,77.0,A,20100329,N
885338.TI,融资融券,3773.0,A,20150123,N
885343.TI,稀土永磁,64.0,A,20100729,N
885345.TI,新疆振兴,154.0,A,20100927,N
885355.TI,石墨烯,76.0,A,20110411,N
885372.TI,页岩气,52.0,A,20120903,N
885376.TI,苹果概念,138.0,A,20120903,N
885378.TI,智慧城市,417.0,A,20120913,N
885386.TI,建筑节能,94.0,A,20220317,N
885398.TI,煤化工概念,108.0,A,20130422,N
885402.TI,智能医疗,327.0,A,20130422,N
885406.TI,食品安全,83.0,A,20130507,N
885410.TI,固废处理,153.0,A,20130508,N
885412.TI,污水处理,229.0,A,20130508,N
885413.TI,创投,461.0,A,20130508,N
885418.TI,文化传媒概念,197.0,A,20130508,N
885420.TI,电子商务,688.0,A,20130509,N
885423.TI,安防,174.0,A,20130509,N
885425.TI,特高压,125.0,A,20130509,N
885426.TI,海工装备,270.0,A,20130509,N
885427.TI,高端装备,365.0,A,20130509,N
885428.TI,特钢概念,42.0,A,20130509,N
885430.TI,天然气,165.0,A,20130509,N
885431.TI,新能源汽车,1035.0,A,20130509,N
885439.TI,土地流转,42.0,A,20130513,N
885454.TI,智能穿戴,235.0,A,20130606,N
885456.TI,互联网金融,217.0,A,20130627,N
885457.TI,手机游戏,59.0,A,20130701,N
885459.TI,网络安全,196.0,A,20130702,N
885461.TI,充电桩,387.0,A,20130722,N
885462.TI,乳业,35.0,A,20130725,N
885467.TI,特斯拉概念,247.0,A,20130807,N
885472.TI,上海自贸区,58.0,A,20130813,N
885478.TI,智能家居,286.0,A,20130902,N
885480.TI,在线教育,128.0,A,20130902,N
885487.TI,天津自贸区,16.0,A,20131010,N
885490.TI,民营医院,74.0,A,20131021,N
885493.TI,上海国企改革,54.0,A,20131025,N
885494.TI,一带一路,768.0,A,20131025,N
885497.TI,旅游概念,150.0,A,20131105,N
885502.TI,冷链物流,153.0,A,20131205,N
885505.TI,生态农业,58.0,A,20131210,N
885508.TI,禽流感,26.0,A,20131224,N
885514.TI,京津冀一体化,291.0,A,20140404,N
885517.TI,机器人概念,1180.0,A,20140410,N
885520.TI,沪股通,1524.0,A,20140414,N
885521.TI,粤港澳大湾区,476.0,A,20140414,N
885522.TI,养老概念,218.0,A,20140415,N
885525.TI,白酒概念,49.0,A,20140415,N
885530.TI,黄金概念,81.0,A,20140421,N
885531.TI,光伏概念,592.0,A,20140421,N
885537.TI,3D打印,133.0,A,20140425,N
885539.TI,医疗器械概念,405.0,A,20140428,N
885540.TI,三胎概念,212.0,A,20140428,N
885543.TI,家用电器,179.0,A,20140505,N
885545.TI,汽车电子,381.0,A,20140507,N
885551.TI,氟化工概念,59.0,A,20140513,N
885552.TI,小金属概念,167.0,A,20140513,N
885555.TI,PM2.5,36.0,A,20140513,N
885556.TI,5G,450.0,A,20140513,N
885562.TI,高铁,179.0,A,20140515,N
885563.TI,节能环保,346.0,A,20140515,N
885564.TI,无人机,455.0,A,20140516,N
885566.TI,大飞机,152.0,A,20140519,N
885570.TI,期货概念,71.0,A,20140521,N
885571.TI,核电,341.0,A,20140521,N
885572.TI,水利,259.0,A,20140522,N
885573.TI,猪肉,32.0,A,20140522,N
885574.TI,卫星导航,276.0,A,20140523,N
885578.TI,基因测序,70.0,A,20140527,N
885580.TI,足球概念,38.0,A,20140606,N
885586.TI,职业教育,134.0,A,20140630,N
885587.TI,举牌,16.0,A,20140704,N
885591.TI,中韩自贸区,17.0,A,20140714,N
885595.TI,央企国企改革,394.0,A,20140717,N
885598.TI,新股与次新股,130.0,A,20140731,N
885603.TI,网络游戏,66.0,A,20140821,N
885611.TI,阿里巴巴概念,343.0,A,20140930,N
885615.TI,体育产业,132.0,A,20141024,N
885617.TI,福建自贸区,127.0,A,20141031,N
885620.TI,参股券商,116.0,A,20141202,N
885623.TI,参股保险,57.0,A,20141204,N
885629.TI,农村电商,37.0,A,20141224,N
885633.TI,染料,39.0,A,20150123,N
885640.TI,草甘膦,19.0,A,20150511,N
885641.TI,风电,425.0,A,20150511,N
885642.TI,跨境电商,336.0,A,20150511,N
885650.TI,碳纤维,77.0,A,20150511,N
885652.TI,钛白粉概念,15.0,A,20150511,N
885661.TI,医药电商,174.0,A,20150812,N
885662.TI,车联网(车路协同),295.0,A,20150812,N
885663.TI,证金持股,192.0,A,20150812,N
885690.TI,PPP概念,200.0,A,20150828,N
885692.TI,地下管网,106.0,A,20150828,N
885694.TI,深股通,1711.0,A,20150911,N
885697.TI,深圳国企改革,29.0,A,20150911,N
885699.TI,ST板块,264.0,A,20150915,N
885700.TI,军工,602.0,A,20150915,N
885705.TI,乡村振兴,428.0,A,20151104,N
885706.TI,农机,97.0,A,20151104,N
885709.TI,虚拟现实,286.0,A,20151112,N
885710.TI,锂电池概念,590.0,A,20151113,N
885728.TI,人工智能,1060.0,A,20151202,N
885730.TI,量子科技,109.0,A,20160229,N
885733.TI,航运概念,85.0,A,20160310,N
885734.TI,广东自贸区,27.0,A,20160310,N
885736.TI,无人驾驶,400.0,A,20160318,N
885737.TI,电子竞技,35.0,A,20160401,N
885738.TI,OLED,150.0,A,20160505,N
885739.TI,股权转让(并购重组),460.0,A,20161012,N
885740.TI,化债概念(AMC概念),42.0,A,20161014,N
885741.TI,中字头股票,133.0,A,20161205,N
885742.TI,摘帽,48.0,A,20170302,N
885743.TI,军民融合,245.0,A,20170324,N
885744.TI,雄安新区,196.0,A,20170405,N
885747.TI,共享单车,12.0,A,20170623,N
885748.TI,可燃冰,14.0,A,20170623,N
885749.TI,蚂蚁集团概念,80.0,A,20170623,N
885750.TI,特色小镇,40.0,A,20170623,N
885753.TI,网约车,29.0,A,20170623,N
885756.TI,芯片概念,874.0,A,20170718,N
885757.TI,区块链,261.0,A,20170803,N
885758.TI,租售同权,28.0,A,20170803,N
885759.TI,人脸识别,110.0,A,20170825,N
885760.TI,装配式建筑,107.0,A,20170918,N
885761.TI,超级品牌,48.0,A,20171031,N
885764.TI,自由贸易港,45.0,A,20171114,N
885765.TI,互联网医疗,144.0,A,20171117,N
885766.TI,智能交通,215.0,A,20171117,N
885767.TI,互联网保险,21.0,A,20171117,N
885768.TI,无人零售,25.0,A,20171117,N
885769.TI,细胞免疫治疗,63.0,A,20171117,N
885770.TI,智能物流,235.0,A,20171117,N
885771.TI,智能音箱,59.0,A,20171117,N
885772.TI,语音技术,63.0,A,20171120,N
885774.TI,无线充电,57.0,A,20171127,N
885775.TI,燃料电池,213.0,A,20171128,N
885779.TI,腾讯概念,295.0,A,20171218,N
885780.TI,啤酒概念,29.0,A,20180108,N
885781.TI,石墨电极,25.0,A,20180108,N
885782.TI,水泥概念,46.0,A,20180109,N
885783.TI,工业互联网,429.0,A,20180226,N
885785.TI,小米概念,370.0,A,20180306,N
885786.TI,富士康概念,106.0,A,20180306,N
885787.TI,独角兽概念,110.0,A,20180306,N
885788.TI,网络直播,284.0,A,20180312,N
885789.TI,宁德时代概念,284.0,A,20180314,N
885791.TI,知识产权保护,51.0,A,20180411,N
885792.TI,赛马概念,4.0,A,20180416,N
885795.TI,国产航母,36.0,A,20180514,N
885797.TI,百度概念,231.0,A,20180612,N
885800.TI,消费电子概念,479.0,A,20180830,N
885805.TI,芬太尼,8.0,A,20181204,N
885806.TI,华为概念,1001.0,A,20181207,N
885808.TI,养鸡,22.0,A,20190212,N
885809.TI,柔性屏(折叠屏),106.0,A,20190219,N
885810.TI,大豆,15.0,A,20190220,N
885811.TI,玉米,33.0,A,20190220,N
885812.TI,农业种植,93.0,A,20190221,N
885814.TI,信托概念,23.0,A,20190228,N
885818.TI,工业大麻,31.0,A,20190307,N
885819.TI,电力物联网,86.0,A,20190313,N
885820.TI,数字孪生,195.0,A,20190313,N
885823.TI,氢能源,397.0,A,20190319,N
885825.TI,冰雪产业,59.0,A,20190401,N
885827.TI,横琴新区,43.0,A,20190402,N
885829.TI,丙烯酸,19.0,A,20190409,N
885832.TI,长三角一体化,129.0,A,20190411,N
885834.TI,华为汽车,172.0,A,20210419,N
885835.TI,参股银行,192.0,A,20190416,N
885838.TI,眼科医疗,58.0,A,20190426,N
885839.TI,人造肉,20.0,A,20190508,N
885840.TI,人民币贬值受益,602.0,A,20190513,N
885842.TI,数字乡村,100.0,A,20190517,N
885843.TI,华为海思概念股,50.0,A,20190521,N
885844.TI,国产操作系统,66.0,A,20190522,N
885845.TI,生物疫苗,60.0,A,20190527,N
885846.TI,动物疫苗,20.0,A,20190527,N
885849.TI,黑龙江自贸区,36.0,A,20190605,N
885851.TI,烟草,41.0,A,20190617,N
885852.TI,青蒿素,10.0,A,20190618,N
885854.TI,垃圾分类,98.0,A,20190621,N
885856.TI,仿制药一致性评价,143.0,A,20190625,N
885860.TI,中船系,10.0,A,20190703,N
885861.TI,ETC,42.0,A,20190708,N
885863.TI,磷化工,66.0,A,20190715,N
885864.TI,光刻胶,74.0,A,20190718,N
885865.TI,金属钴,32.0,A,20190808,N
885866.TI,数字货币,91.0,A,20190918,N
885868.TI,无线耳机,97.0,A,20191105,N
885873.TI,分拆上市意愿,62.0,A,20191216,N
885874.TI,云游戏,27.0,A,20191216,N
885875.TI,MiniLED,102.0,A,20191217,N
885876.TI,网红经济,118.0,A,20191227,N
885877.TI,转基因,20.0,A,20200106,N
885878.TI,HJT电池,65.0,A,20200120,N
885879.TI,流感,183.0,A,20200121,N
885881.TI,云办公,48.0,A,20200203,N
885882.TI,消毒剂,60.0,A,20200206,N
885883.TI,医疗废物处理,43.0,A,20200207,N
885884.TI,航空发动机,96.0,A,20200219,N
885886.TI,超级电容,37.0,A,20200224,N
885887.TI,数据中心,607.0,A,20200306,N
885888.TI,C2M概念,39.0,A,20200330,N
885890.TI,抖音概念(字节概念),214.0,A,20200424,N
885893.TI,国家大基金持股,48.0,A,20200520,N
885894.TI,海南自贸区,29.0,A,20200603,N
885897.TI,中芯国际概念,89.0,A,20200703,N
885898.TI,免税店,26.0,A,20200706,N
885899.TI,新型烟草(电子烟),53.0,A,20200708,N
885900.TI,NMN概念,25.0,A,20200716,N
885901.TI,可降解塑料,82.0,A,20200805,N
885902.TI,汽车拆解概念,24.0,A,20200805,N
885903.TI,环氧丙烷,26.0,A,20200813,N
885904.TI,代糖概念,23.0,A,20200814,N
885905.TI,注册制次新股,83.0,A,20200825,N
885907.TI,科创次新股,23.0,A,20200824,N
885908.TI,第三代半导体,163.0,A,20200907,N
885909.TI,辅助生殖,74.0,A,20201023,N
885910.TI,拼多多概念,40.0,A,20201026,N
885911.TI,社区团购,51.0,A,20201110,N
885912.TI,有机硅概念,51.0,A,20201113,N
885913.TI,医美概念,94.0,A,20201116,N
885914.TI,煤炭概念,87.0,A,20201221,N
885915.TI,物业管理,179.0,A,20210108,N
885916.TI,同花顺漂亮100,100.0,A,20210120,N
885918.TI,快手概念,50.0,A,20210126,N
885919.TI,碳中和,273.0,A,20210302,N
885920.TI,光伏建筑一体化,133.0,A,20210309,N
885921.TI,储能,856.0,A,20210423,N
885922.TI,盐湖提锂,46.0,A,20210602,N
885923.TI,鸿蒙概念,261.0,A,20210603,N
885924.TI,共同富裕示范区,185.0,A,20210615,N
885925.TI,MCU芯片,93.0,A,20210621,N
885926.TI,牙科医疗,29.0,A,20210622,N
885927.TI,CRO概念,73.0,A,20210707,N
885928.TI,钠离子电池,139.0,A,20210715,N
885929.TI,专精特新,1179.0,A,20210818,N
885930.TI,工业母机,111.0,A,20210824,N
885931.TI,PVDF概念,18.0,A,20210903,N
885933.TI,NFT概念,71.0,A,20210908,N
885934.TI,元宇宙,181.0,A,20210909,N
885935.TI,抽水蓄能,76.0,A,20210909,N
885936.TI,绿色电力,415.0,A,20210923,N
885937.TI,培育钻石,18.0,A,20211018,N
885938.TI,换电概念,93.0,A,20211019,N
885939.TI,海峡两岸,315.0,A,20211103,N
885940.TI,WiFi6,58.0,A,20211104,N
885942.TI,数据安全,176.0,A,20211129,N
885943.TI,EDR概念,20.0,A,20211206,N
885944.TI,动力电池回收,94.0,A,20211209,N
885945.TI,汽车芯片,140.0,A,20211209,N
885946.TI,传感器,265.0,A,20211210,N
885947.TI,DRG/DIP,22.0,A,20211215,N
885948.TI,柔性直流输电,62.0,A,20211216,N
885950.TI,虚拟数字人,173.0,A,20211222,N
885951.TI,预制菜,100.0,A,20220105,N
885952.TI,幽门螺杆菌概念,74.0,A,20220106,N
885953.TI,电子纸,24.0,A,20220110,N
885955.TI,重组蛋白,58.0,A,20220118,N
885956.TI,智慧政务,218.0,A,20220120,N
885957.TI,东数西算(算力),383.0,A,20220126,N
885958.TI,硅能源,63.0,A,20220127,N
885959.TI,PCB概念,200.0,A,20220128,N
885960.TI,民爆概念,25.0,A,20220207,N
885961.TI,净水概念,77.0,A,20220214,N
885962.TI,土壤修复,91.0,A,20220218,N
885963.TI,智慧灯杆,63.0,A,20220221,N
885964.TI,俄乌冲突概念,74.0,A,20220225,N
885965.TI,中俄贸易概念,178.0,A,20220228,N
885966.TI,跨境支付(CIPS),73.0,A,20220228,N
885967.TI,化肥,74.0,A,20220304,N
885968.TI,托育服务,16.0,A,20220307,N
885969.TI,金属镍,40.0,A,20220309,N
885970.TI,金属锌,44.0,A,20220309,N
885971.TI,金属铅,39.0,A,20220309,N
885972.TI,金属回收,84.0,A,20220309,N
885973.TI,金属铜,95.0,A,20220310,N
885974.TI,两轮车,70.0,A,20220310,N
885975.TI,电子身份证,39.0,A,20220314,N
885976.TI,数字经济,507.0,A,20220314,N
885977.TI,国资云,54.0,A,20220317,N
885978.TI,低辐射玻璃(Low-E),12.0,A,20220318,N
885980.TI,华为鲲鹏,176.0,A,20220318,N
885981.TI,家庭医生,26.0,A,20220321,N
885982.TI,华为欧拉,46.0,A,20220322,N
885985.TI,毛发医疗,26.0,A,20220325,N
885986.TI,碳交易,117.0,A,20220328,N
885987.TI,MicroLED概念,73.0,A,20220329,N
885988.TI,统一大市场,117.0,A,20220412,N
885989.TI,肝炎概念,140.0,A,20220425,N
885990.TI,露营经济,55.0,A,20220509,N
885991.TI,新型城镇化,218.0,A,20220510,N
885992.TI,噪声防治,19.0,A,20220511,N
885994.TI,猴痘概念,74.0,A,20220524,N
885995.TI,粮食概念,47.0,A,20220526,N
885996.TI,超超临界发电,87.0,A,20220608,N
885997.TI,比亚迪概念,667.0,A,20220609,N
885998.TI,F5G概念,36.0,A,20220614,N
885999.TI,汽车热管理,137.0,A,20220620,N
886000.TI,一体化压铸,54.0,A,20220628,N
886001.TI,高压快充,122.0,A,20220704,N
886002.TI,机器视觉,246.0,A,20220704,N
886003.TI,钒电池,37.0,A,20220704,N
886004.TI,虚拟电厂,153.0,A,20220711,N
886005.TI,生物质能发电,61.0,A,20220719,N
886006.TI,钙钛矿电池,91.0,A,20220721,N
886007.TI,TOPCON电池,82.0,A,20220721,N
886008.TI,减速器,134.0,A,20220729,N
886009.TI,先进封装,169.0,A,20220808,N
886010.TI,空气能热泵,54.0,A,20220811,N
886011.TI,光热发电,48.0,A,20220818,N
886012.TI,宠物经济,126.0,A,20220826,N
886013.TI,信创,300.0,A,20220916,N
886015.TI,创新药,274.0,A,20221020,N
886016.TI,供销社,15.0,A,20221101,N
886017.TI,Web3.0,65.0,A,20221110,N
886018.TI,高压氧舱,11.0,A,20221114,N
886019.TI,AIGC概念,288.0,A,20221116,N
886020.TI,PET铜箔,47.0,A,20221122,N
886021.TI,国企改革,1461.0,A,20221125,N
886023.TI,数据确权,68.0,A,20221205,N
886026.TI,POE胶膜,29.0,A,20221212,N
886028.TI,血氧仪,24.0,A,20221227,N
886030.TI,成飞概念,43.0,A,20230130,N
886031.TI,ChatGPT概念,141.0,A,20230131,N
886032.TI,固态电池,291.0,A,20230208,N
886033.TI,共封装光学(CPO),180.0,A,20230210,N
886034.TI,数字水印,30.0,A,20230214,N
886035.TI,毫米波雷达,125.0,A,20230222,N
886036.TI,时空大数据,65.0,A,20230302,N
886037.TI,6G概念,95.0,A,20230302,N
886038.TI,超导概念,32.0,A,20230310,N
886039.TI,ERP概念,36.0,A,20230321,N
886040.TI,MLOps概念,18.0,A,20230404,N
886041.TI,数据要素,392.0,A,20230411,N
886042.TI,存储芯片,184.0,A,20230413,N
886043.TI,太赫兹,21.0,A,20230420,N
886044.TI,液冷服务器,202.0,A,20230427,N
886045.TI,同花顺中特估100,100.0,A,20230505,N
886046.TI,MR(混合现实),70.0,A,20230522,N
886047.TI,脑机接口,71.0,A,20230529,N
886048.TI,英伟达概念,78.0,A,20230530,N
886049.TI,空间计算,62.0,A,20230609,N
886050.TI,算力租赁,177.0,A,20230612,N
886051.TI,减肥药,62.0,A,20230810,N
886052.TI,核污染防治,59.0,A,20230828,N
886053.TI,BC电池,50.0,A,20230906,N
886054.TI,光刻机,49.0,A,20230908,N
886055.TI,星闪概念,75.0,A,20230912,N
886056.TI,阿尔茨海默概念,43.0,A,20230919,N
886057.TI,新型工业化,286.0,A,20230925,N
886058.TI,华为昇腾,105.0,A,20231025,N
886059.TI,智能座舱,168.0,A,20231103,N
886060.TI,短剧游戏,84.0,A,20231107,N
886061.TI,长安汽车概念,226.0,A,20231127,N
886062.TI,多模态AI,148.0,A,20231208,N
886063.TI,PEEK材料,52.0,A,20231220,N
886064.TI,小米汽车,118.0,A,20231228,N
886065.TI,可控核聚变,111.0,A,20240102,N
886066.TI,飞行汽车(eVTOL),133.0,A,20240111,N
886067.TI,低空经济,486.0,A,20240126,N
886068.TI,Sora概念(文生视频),48.0,A,20240219,N
886069.TI,人形机器人,441.0,A,20240227,N
886070.TI,AI手机,38.0,A,20240304,N
886071.TI,AI PC,49.0,A,20240305,N
886072.TI,高股息精选,285.0,A,20240312,N
886073.TI,铜缆高速连接,45.0,A,20240320,N
886074.TI,AI语料,52.0,A,20240325,N
886075.TI,同花顺出海50,50.0,A,20240403,N
886076.TI,军工信息化,111.0,A,20240423,N
886077.TI,合成生物,164.0,A,20240430,N
886078.TI,商业航天,493.0,A,20240529,N
886080.TI,财税数字化,66.0,A,20240702,N
886081.TI,维生素,75.0,A,20240703,N
886082.TI,同花顺果指数,20.0,A,20240711,N
886084.TI,光纤概念,97.0,A,20240808,N
886085.TI,AI眼镜,185.0,A,20240814,N
886086.TI,西部大开发,632.0,A,20240826,N
886087.TI,房屋检测,46.0,A,20240827,N
886088.TI,2024三季报预增,99.0,A,20241009,N
886089.TI,回购增持再贷款概念,481.0,A,20241021,N
886090.TI,智谱AI,70.0,A,20241028,N
886091.TI,华为手机,45.0,A,20241119,N
886093.TI,华为数字能源,45.0,A,20241119,N
886094.TI,华为盘古,29.0,A,20241119,N
886095.TI,IP经济(谷子经济),195.0,A,20241126,N
886096.TI,同花顺新质50,50.0,A,20241210,N
886097.TI,2024年报预增,,A,20250110,N
886098.TI,小红书概念,54.0,A,20250114,N
886099.TI,AI智能体,430.0,A,20250124,N
886100.TI,DeepSeek概念,770.0,A,20250205,N
886101.TI,兵装重组概念,7.0,A,20250210,N
885362.TI,云计算,219.0,A,20110701,N
886102.TI,中国AI 50,50.0,A,20250310,N
886103.TI,2025一季报预增,112.0,A,20250401,N
886104.TI,2025中报预增,358.0,A,20250703,N
886105.TI,雅下水电概念,89.0,A,20250721,N
886106.TI,2025三季报预增,81.0,A,20251010,N
886107.TI,2025年报预增,504.0,A,20260104,N
886108.TI,AI应用,491.0,A,20260113,N
886109.TI,2026一季报预增,101.0,A,20260402,N
700301.TI,能源(A股),,A,,I
700302.TI,原材料(A股),,A,,I
700303.TI,工业(A股),,A,,I
700304.TI,非日常生活消费品(A股),,A,,I
700305.TI,日常消费品(A股),,A,,I
700306.TI,医疗保健(A股),,A,,I
700307.TI,金融(A股),,A,,I
700308.TI,信息技术(A股),,A,,I
700309.TI,通讯业务(A股),,A,,I
700310.TI,公用事业(A股),,A,,I
700311.TI,房地产(A股),,A,,I
700320.TI,能源Ⅱ(A股),,A,,I
700321.TI,原材料Ⅱ(A股),,A,,I
700322.TI,资本品(A股),,A,,I
700323.TI,商业和专业服务(A股),,A,,I
700324.TI,运输(A股),,A,,I
700325.TI,汽车与汽车零部件(A股),,A,,I
700326.TI,耐用消费品与服装(A股),,A,,I
700327.TI,消费者服务(A股),,A,,I
700328.TI,非必需消费品分销和零售(A股),,A,,I
700329.TI,日常消费品分销和零售Ⅱ(A股),,A,,I
700330.TI,食品、饮料与烟草(A股),,A,,I
700331.TI,家庭与个人用品(A股),,A,,I
700332.TI,医疗保健设备与服务(A股),,A,,I
700333.TI,制药、生物科技和生命科学(A股),,A,,I
700334.TI,银行(A股),,A,,I
700335.TI,金融服务Ⅱ(A股),,A,,I
700336.TI,保险Ⅱ(A股),,A,,I
700337.TI,软件与服务(A股),,A,,I
700338.TI,技术硬件与设备(A股),,A,,I
700339.TI,半导体产品与设备Ⅱ(A股),,A,,I
700340.TI,电信业务(A股),,A,,I
700341.TI,媒体与娱乐(A股),,A,,I
700342.TI,公用事业Ⅱ(A股),,A,,I
700343.TI,权益型房地产投资信托(REIT)(A股),,A,,I
700344.TI,房地产管理和开发Ⅱ(A股),,A,,I
700360.TI,能源设备与服务(A股),,A,,I
700361.TI,石油、天然气与消费用燃料(A股),,A,,I
700362.TI,化学制品(A股),,A,,I
700363.TI,建筑材料Ⅲ(A股),,A,,I
700364.TI,容器与包装(A股),,A,,I
700365.TI,金属与采矿(A股),,A,,I
700366.TI,纸类与林业产品(A股),,A,,I
700367.TI,航空航天与国防(A股),,A,,I
700368.TI,建筑产品Ⅲ(A股),,A,,I
700369.TI,建筑与工程Ⅲ(A股),,A,,I
700370.TI,电气设备(A股),,A,,I
700371.TI,工业集团企业Ⅲ(A股),,A,,I
700372.TI,机械制造(A股),,A,,I
700373.TI,贸易公司与经销商Ⅲ(A股),,A,,I
700374.TI,商业服务与商业用品(A股),,A,,I
700375.TI,专业服务(A股),,A,,I
700376.TI,航空货运与物流Ⅲ(A股),,A,,I
700377.TI,客运航空公司Ⅲ(A股),,A,,I
700378.TI,海上运输Ⅲ(A股),,A,,I
700379.TI,地面运输(A股),,A,,I
700380.TI,交通基本设施(A股),,A,,I
700381.TI,汽车零部件(A股),,A,,I
700382.TI,汽车(A股),,A,,I
700383.TI,家庭耐用消费品(A股),,A,,I
700384.TI,休闲设备与用品(A股),,A,,I
700385.TI,纺织品、服装与奢侈品(A股),,A,,I
700386.TI,酒店、餐馆与休闲(A股),,A,,I
700387.TI,综合消费者服务(A股),,A,,I
700388.TI,经销商Ⅲ(A股),,A,,I
700389.TI,多品类零售Ⅲ(A股),,A,,I
700390.TI,专营零售(A股),,A,,I
700391.TI,日常消费品分销和零售Ⅲ(A股),,A,,I
700392.TI,饮料(A股),,A,,I
700393.TI,食品(A股),,A,,I
700394.TI,居家用品Ⅲ(A股),,A,,I
700395.TI,个人护理用品Ⅲ(A股),,A,,I
700396.TI,医疗保健设备与用品(A股),,A,,I
700397.TI,医疗保健提供商与服务(A股),,A,,I
700398.TI,医疗保健技术Ⅲ(A股),,A,,I
700399.TI,生物科技Ⅲ(A股),,A,,I
700400.TI,制药Ⅲ(A股),,A,,I
700401.TI,生命科学工具和服务Ⅲ(A股),,A,,I
700402.TI,商业银行(A股),,A,,I
700403.TI,金融服务Ⅲ(A股),,A,,I
700404.TI,消费信贷Ⅲ(A股),,A,,I
700405.TI,资本市场(A股),,A,,I
700406.TI,保险Ⅲ(A股),,A,,I
700407.TI,信息技术服务(A股),,A,,I
700408.TI,软件(A股),,A,,I
700409.TI,通信设备Ⅲ(A股),,A,,I
700410.TI,电脑与外围设备(A股),,A,,I
700411.TI,电子设备、仪器和元件(A股),,A,,I
700412.TI,半导体产品与设备Ⅲ(A股),,A,,I
700413.TI,综合电信业务Ⅲ(A股),,A,,I
700414.TI,无线电信业务Ⅲ(A股),,A,,I
700415.TI,媒体(A股),,A,,I
700416.TI,娱乐(A股),,A,,I
700417.TI,互动媒体与服务Ⅲ(A股),,A,,I
700418.TI,电力公用事业Ⅲ(A股),,A,,I
700419.TI,燃气公用事业Ⅲ(A股),,A,,I
700420.TI,复合型公用事业Ⅲ(A股),,A,,I
700421.TI,水公用事业Ⅲ(A股),,A,,I
700422.TI,独立电力生产商与能源贸易商Ⅲ(A股),,A,,I
700423.TI,多元化房地产投资信托(A股),,A,,I
700424.TI,工业房地产投资信托(A股),,A,,I
700425.TI,房地产管理和开发Ⅲ(A股),,A,,I
700450.TI,石油与天然气钻井(A股),,A,,I
700451.TI,石油天然气设备与服务(A股),,A,,I
700452.TI,综合性石油与天然气企业(A股),,A,,I
700453.TI,石油与天然气的勘探与生产(A股),,A,,I
700454.TI,石油与天然气的炼制和营销(A股),,A,,I
700455.TI,石油与天然气的储存和运输(A股),,A,,I
700456.TI,煤与消费用燃料(A股),,A,,I
700457.TI,商品化工(A股),,A,,I
700458.TI,多种化学制品(A股),,A,,I
700459.TI,化肥与农用药剂(A股),,A,,I
700460.TI,工业气体(A股),,A,,I
700461.TI,特种化学制品(A股),,A,,I
700462.TI,建筑材料Ⅳ(A股),,A,,I
700463.TI,金属、玻璃和塑料容器(A股),,A,,I
700464.TI,纸和塑料包装产品和材料(A股),,A,,I
700465.TI,铝(A股),,A,,I
700466.TI,多种金属与采矿(A股),,A,,I
700467.TI,黄金(A股),,A,,I
700468.TI,贵重金属与矿石(A股),,A,,I
700469.TI,白银(A股),,A,,I
700470.TI,钢铁(A股),,A,,I
700471.TI,铜(A股),,A,,I
700472.TI,林业产品(A股),,A,,I
700473.TI,纸制品(A股),,A,,I
700474.TI,航天航空与国防(A股),,A,,I
700475.TI,建筑产品Ⅳ(A股),,A,,I
700476.TI,建筑与工程Ⅳ(A股),,A,,I
700477.TI,电气部件与设备(A股),,A,,I
700478.TI,重型电气设备(A股),,A,,I
700479.TI,工业集团企业Ⅳ(A股),,A,,I
700480.TI,建筑机械和重型运输设备(A股),,A,,I
700481.TI,农用农业机械(A股),,A,,I
700482.TI,工业机械和用品及零部件(A股),,A,,I
700483.TI,贸易公司与经销商Ⅳ(A股),,A,,I
700484.TI,商业印刷(A股),,A,,I
700485.TI,环境与设施服务(A股),,A,,I
700486.TI,办公服务与用品(A股),,A,,I
700487.TI,综合支持服务(A股),,A,,I
700488.TI,安全和报警服务(A股),,A,,I
700489.TI,人力资源与就业服务(A股),,A,,I
700490.TI,调查和咨询服务(A股),,A,,I
700491.TI,数据处理和外包服务(A股),,A,,I
700492.TI,航空货运与物流Ⅳ(A股),,A,,I
700493.TI,客运航空公司Ⅳ(A股),,A,,I
700494.TI,海上运输Ⅳ(A股),,A,,I
700495.TI,铁路运输(A股),,A,,I
700496.TI,地面货运(A股),,A,,I
700497.TI,地面客运(A股),,A,,I
700498.TI,机场服务(A股),,A,,I
700499.TI,公路与铁路(A股),,A,,I
700500.TI,海港与服务(A股),,A,,I
700501.TI,汽车零件与设备(A股),,A,,I
700502.TI,轮胎与橡胶(A股),,A,,I
700503.TI,汽车制造商(A股),,A,,I
700504.TI,摩托车制造商(A股),,A,,I
700505.TI,消费电子产品(A股),,A,,I
700506.TI,家庭装饰品(A股),,A,,I
700507.TI,住宅建筑(A股),,A,,I
700508.TI,家用电器(A股),,A,,I
700509.TI,家用器具与特殊消费品(A股),,A,,I
700510.TI,消闲用品(A股),,A,,I
700511.TI,服装、服饰与奢侈品(A股),,A,,I
700512.TI,鞋类(A股),,A,,I
700513.TI,纺织品(A股),,A,,I
700514.TI,酒店、度假村与豪华游轮(A股),,A,,I
