ts_code,name,count,exchange,list_date,type
861029.TI,经销商Ⅲ,6.0,US,20181127,I
861031.TI,多品类零售Ⅲ,77.0,US,20181127,I
861032.TI,专营零售,116.0,US,20181127,I
861033.TI,日常消费品分销和零售Ⅲ,42.0,US,20181127,I
861034.TI,饮料,37.0,US,20181127,I
861035.TI,食品,78.0,US,20181127,I
861036.TI,烟草Ⅲ,9.0,US,20181127,I
861037.TI,居家用品Ⅲ,12.0,US,20181127,I
861038.TI,个人护理用品Ⅲ,21.0,US,20181127,I
861039.TI,医疗保健设备与用品,224.0,US,20181127,I
861040.TI,医疗保健服务,93.0,US,20181127,I
861041.TI,医疗保健技术Ⅲ,43.0,US,20181127,I
861042.TI,生物科技Ⅲ,379.0,US,20181127,I
861043.TI,制药Ⅲ,474.0,US,20181127,I
861044.TI,生命科学工具Ⅲ,62.0,US,20181127,I
861045.TI,银行Ⅲ,367.0,US,20181127,I
861047.TI,金融服务Ⅲ,92.0,US,20181127,I
861048.TI,消费信贷Ⅲ,42.0,US,20181127,I
861049.TI,资本市场,629.0,US,20181127,I
861050.TI,抵押型REITs,38.0,US,20181127,I
861051.TI,保险Ⅲ,116.0,US,20181127,I
861052.TI,信息技术服务,150.0,US,20181127,I
861053.TI,软件,329.0,US,20181127,I
861054.TI,通信设备Ⅲ,52.0,US,20181127,I
861055.TI,电脑硬件储存设备及电脑周边Ⅲ,30.0,US,20181127,I
861056.TI,电子设备与仪器,141.0,US,20181127,I
861057.TI,半导体产品与设备Ⅲ,100.0,US,20181127,I
861058.TI,综合电信业务Ⅲ,26.0,US,20181127,I
861059.TI,无线电信业务Ⅲ,26.0,US,20181127,I
861060.TI,媒体,93.0,US,20181127,I
861061.TI,娱乐,57.0,US,20181127,I
861062.TI,互动媒体与服务Ⅲ,50.0,US,20181127,I
861063.TI,电力Ⅲ,38.0,US,20181127,I
861064.TI,燃气Ⅲ,13.0,US,20181127,I
861065.TI,复合型公用事业Ⅲ,14.0,US,20181127,I
861066.TI,水务Ⅲ,13.0,US,20181127,I
861067.TI,独立电力生产商Ⅲ,38.0,US,20181127,I
861068.TI,多元化REIT,43.0,US,20181127,I
861070.TI,能源Ⅰ,266.0,US,20220103,I
861071.TI,原材料Ⅰ,286.0,US,20220103,I
861072.TI,工业,655.0,US,20220103,I
861073.TI,非日常生活消费品,638.0,US,20220103,I
861074.TI,日常消费品,199.0,US,20220103,I
861075.TI,医疗保健,1274.0,US,20220103,I
861076.TI,金融,1283.0,US,20220103,I
861077.TI,信息技术,803.0,US,20220103,I
861078.TI,通讯业务,252.0,US,20220103,I
861079.TI,公用事业Ⅰ,116.0,US,20220103,I
861080.TI,房地产Ⅰ,237.0,US,20220103,I
861081.TI,能源Ⅱ,266.0,US,20220103,I
861082.TI,原材料Ⅱ,286.0,US,20220103,I
861083.TI,资本品,338.0,US,20220103,I
861084.TI,商业和专业服务,188.0,US,20220103,I
861085.TI,运输,129.0,US,20220103,I
861086.TI,汽车与汽车零部件,89.0,US,20220103,I
861087.TI,耐用消费品与服装,149.0,US,20220103,I
861088.TI,消费者服务,201.0,US,20220103,I
861089.TI,非必需消费品分销和零售,199.0,US,20220103,I
861090.TI,日常消费品分销和零售Ⅱ,42.0,US,20220103,I
861091.TI,食品饮料与烟草,124.0,US,20220103,I
861092.TI,家庭与个人用品,33.0,US,20220103,I
861093.TI,医疗保健设备与服务,360.0,US,20220103,I
861094.TI,制药生物科技和生命科学,914.0,US,20220103,I
861095.TI,银行Ⅱ,367.0,US,20220103,I
861096.TI,金融服务Ⅱ,801.0,US,20220103,I
861097.TI,保险Ⅱ,116.0,US,20220103,I
861098.TI,软件与服务,480.0,US,20220103,I
861099.TI,技术硬件与设备,223.0,US,20220103,I
861100.TI,半导体产品与设备Ⅱ,100.0,US,20220103,I
861101.TI,电信业务,52.0,US,20220103,I
861102.TI,媒体与娱乐,200.0,US,20220103,I
861103.TI,公用事业Ⅱ,116.0,US,20220103,I
861104.TI,房地产投资信托(REITs),174.0,US,20220103,I
861105.TI,石油与天然气钻井,14.0,US,20200102,I
861106.TI,石油天然气设备与服务,42.0,US,20200102,I
861107.TI,综合性石油与天然气企业,31.0,US,20200102,I
861108.TI,石油与天然气的勘探与生产,76.0,US,20200102,I
861109.TI,石油与天然气的炼制和营销,33.0,US,20200102,I
861110.TI,石油与天然气的储存和运输,46.0,US,20200102,I
861111.TI,煤与消费用燃料,24.0,US,20200102,I
861112.TI,商品化工,26.0,US,20200102,I
861113.TI,多种化学制品,8.0,US,20200102,I
861114.TI,化肥与农用药剂,15.0,US,20200102,I
861115.TI,工业气体,4.0,US,20200102,I
861116.TI,特种化学制品,31.0,US,20200102,I
861117.TI,建筑材料Ⅳ,15.0,US,20190326,I
861118.TI,金属玻璃和塑料容器,10.0,US,20200102,I
861119.TI,纸和塑料包装产品和材料,11.0,US,20200102,I
861120.TI,铝,4.0,US,20200102,I
861121.TI,多种金属与采矿,54.0,US,20200102,I
861122.TI,铜,2.0,US,20200102,I
861123.TI,黄金,30.0,US,20200102,I
861124.TI,贵重金属与矿石,28.0,US,20200102,I
861125.TI,白银,4.0,US,20220711,I
861126.TI,钢铁,27.0,US,20200102,I
861127.TI,林业产品,8.0,US,20200102,I
861128.TI,纸制品,9.0,US,20200102,I
861129.TI,航空航天与国防Ⅳ,60.0,US,20200102,I
861130.TI,建筑产品Ⅳ,32.0,US,20200102,I
861131.TI,建筑与工程Ⅳ,31.0,US,20200102,I
861132.TI,电气部件与设备,42.0,US,20200102,I
861133.TI,重型电气设备,7.0,US,20200102,I
861134.TI,工业集团企业Ⅳ,13.0,US,20200102,I
861135.TI,建筑机械和重型运输设备,25.0,US,20200102,I
861136.TI,农用农业机械,7.0,US,20200102,I
861137.TI,工业机械和用品及零部件,87.0,US,20200102,I
861138.TI,贸易与经销Ⅳ,34.0,US,20200102,I
861139.TI,商业印刷,6.0,US,20200102,I
861140.TI,环境与设施服务,28.0,US,20200102,I
861141.TI,办公服务与用品,6.0,US,20200102,I
861142.TI,综合支持服务,19.0,US,20200102,I
861143.TI,安全和报警服务,7.0,US,20200102,I
861144.TI,人力资源与就业服务,24.0,US,20200102,I
861145.TI,调查和咨询服务,44.0,US,20200102,I
861146.TI,航空货运与物流Ⅳ,17.0,US,20200102,I
861147.TI,客运航空,21.0,US,20200102,I
861148.TI,海运,41.0,US,20200102,I
861149.TI,铁路运输,9.0,US,20200102,I
861151.TI,机场服务,5.0,US,20200102,I
861152.TI,公路与铁路,,US,20200102,I
861153.TI,海港与服务,,US,20211105,I
861154.TI,汽车零件与设备,41.0,US,20200102,I
861155.TI,轮胎与橡胶,2.0,US,20200102,I
861156.TI,汽车制造商,39.0,US,20200102,I
861157.TI,摩托车制造商,7.0,US,20200102,I
861158.TI,消费电子产品,16.0,US,20200102,I
861159.TI,家庭装饰品,10.0,US,20200102,I
861160.TI,住宅建筑,24.0,US,20200102,I
861161.TI,家用电器,11.0,US,20200102,I
861162.TI,家用器具与特殊消费品,14.0,US,20200102,I
861163.TI,休闲用品Ⅳ,24.0,US,20200102,I
861164.TI,服装服饰与奢侈品,36.0,US,20200102,I
861165.TI,鞋类,10.0,US,20200102,I
861166.TI,纺织品,4.0,US,20200102,I
861167.TI,赌场与赌博,25.0,US,20200102,I
861168.TI,酒店度假村与豪华游轮,36.0,US,20200102,I
861169.TI,休闲设施,21.0,US,20200102,I
861170.TI,餐馆,53.0,US,20200102,I
861171.TI,教育服务,48.0,US,20200102,I
861172.TI,特殊消费者服务,18.0,US,20200102,I
861173.TI,经销商Ⅳ,6.0,US,20200102,I
861177.TI,服装零售,31.0,US,20200102,I
861178.TI,电脑与电子产品零售,8.0,US,20200102,I
861179.TI,家庭装潢零售,7.0,US,20200102,I
861180.TI,其他专卖店,25.0,US,20200102,I
861181.TI,汽车零售,30.0,US,20200102,I
861182.TI,家庭装饰零售,15.0,US,20200102,I
861183.TI,药品零售,7.0,US,20200102,I
861184.TI,食品分销商,10.0,US,20200102,I
861185.TI,食品零售,18.0,US,20200102,I
861186.TI,日常消费品零售,7.0,US,20200102,I
861187.TI,啤酒酿造商,7.0,US,20200102,I
861188.TI,酿酒商与葡萄酒商,10.0,US,20200102,I
861189.TI,软饮料与不含酒精饮料,20.0,US,20200102,I
861190.TI,农产品与服务,31.0,US,20200102,I
861191.TI,包装食品与肉类,47.0,US,20200102,I
861192.TI,烟草Ⅳ,9.0,US,20200102,I
861193.TI,居家用品Ⅳ,12.0,US,20200102,I
861194.TI,个人护理用品Ⅳ,21.0,US,20200102,I
861195.TI,医疗保健设备,184.0,US,20200102,I
861196.TI,医疗保健用品,40.0,US,20200102,I
861197.TI,保健护理产品经销商,15.0,US,20200102,I
861198.TI,保健护理服务,52.0,US,20200102,I
861199.TI,保健护理机构,16.0,US,20200102,I
861200.TI,管理型保健护理,10.0,US,20200102,I
861201.TI,医疗保健技术Ⅳ,43.0,US,20200102,I
861202.TI,生物科技Ⅳ,380.0,US,20200102,I
861203.TI,制药Ⅳ,473.0,US,20200102,I
861204.TI,生命科学工具Ⅳ,62.0,US,20200102,I
861205.TI,综合性银行,89.0,US,20200102,I
861206.TI,区域性银行,278.0,US,20200102,I
861208.TI,综合金融服务,32.0,US,20200102,I
861209.TI,多领域控股,6.0,US,20200102,I
861210.TI,特殊金融服务,10.0,US,20200102,I
861211.TI,消费信贷Ⅳ,42.0,US,20200102,I
861212.TI,资产管理与托管银行,225.0,US,20200102,I
861213.TI,投资银行业与经纪业,377.0,US,20200102,I
861214.TI,综合性资本市场,13.0,US,20200102,I
861215.TI,金融交易所和数据,14.0,US,20200102,I
861216.TI,抵押房地产投资信托,38.0,US,20200102,I
861217.TI,保险经纪商,22.0,US,20200102,I
861218.TI,人寿与健康保险,26.0,US,20200102,I
861219.TI,多元化保险,16.0,US,20200102,I
861220.TI,财产与意外伤害保险,42.0,US,20200102,I
861221.TI,再保险,10.0,US,20200102,I
861222.TI,信息科技咨询与其它服务,61.0,US,20200102,I
861224.TI,互联网服务和基础设施,89.0,US,20200102,I
861225.TI,应用软件,287.0,US,20200102,I
861226.TI,系统软件,42.0,US,20200102,I
861227.TI,通信设备Ⅳ,52.0,US,20200102,I
861228.TI,电脑硬件储存设备及电脑周边Ⅳ,30.0,US,20200102,I
861229.TI,电子设备和仪器,62.0,US,20200102,I
861230.TI,电子元件,48.0,US,20200102,I
861231.TI,电子制造服务,21.0,US,20200102,I
861232.TI,技术产品经销商,10.0,US,20200102,I
861233.TI,半导体材料与设备,29.0,US,20200102,I
861234.TI,半导体产品,71.0,US,20200102,I
861235.TI,非传统电信运营商,3.0,US,20200102,I
861236.TI,综合电信业务Ⅳ,23.0,US,20200102,I
861237.TI,无线电信业务Ⅳ,26.0,US,20200102,I
861238.TI,广告,34.0,US,20200102,I
861239.TI,广播,22.0,US,20200102,I
861240.TI,有线和卫星电视,24.0,US,20200102,I
861241.TI,出版,13.0,US,20200102,I
861242.TI,电影和娱乐,36.0,US,20200102,I
861243.TI,互动家庭娱乐,21.0,US,20200102,I
861244.TI,互动媒体与服务Ⅳ,50.0,US,20200102,I
861245.TI,电力Ⅳ,38.0,US,20200102,I
861246.TI,燃气Ⅳ,13.0,US,20200102,I
861247.TI,复合型公用事业Ⅳ,14.0,US,20200102,I
861248.TI,水务Ⅳ,13.0,US,20200102,I
861249.TI,独立电力生产商Ⅳ,17.0,US,20200102,I
861250.TI,新能源发电业者,21.0,US,20200102,I
861251.TI,多样化房地产投资信托,43.0,US,20200102,I
861263.TI,房地产管理和开发Ⅱ,63.0,US,20230327,I
861264.TI,工业REIT Ⅲ,11.0,US,20230327,I
861265.TI,酒店和度假村REIT Ⅲ,17.0,US,20230327,I
861266.TI,写字楼REIT Ⅲ,18.0,US,20230327,I
861267.TI,医疗保健REIT Ⅲ,15.0,US,20230327,I
861268.TI,住宅REIT,21.0,US,20230327,I
861269.TI,零售REIT Ⅲ,27.0,US,20230327,I
861270.TI,专业REIT Ⅲ,22.0,US,20230327,I
861271.TI,房地产管理和开发Ⅲ,63.0,US,20230327,I
861272.TI,数据处理和外包服务,54.0,US,20230327,I
861273.TI,地面货运,29.0,US,20230327,I
861274.TI,地面客运,7.0,US,20230327,I
861275.TI,多品类零售Ⅳ,77.0,US,20230327,I
861276.TI,商业与住宅抵押贷款金融,20.0,US,20230327,I
861277.TI,交易与支付处理服务,24.0,US,20230327,I
861278.TI,工业REIT Ⅳ,11.0,US,20230327,I
861279.TI,酒店和度假村REIT Ⅳ,17.0,US,20230327,I
861280.TI,写字楼REIT Ⅳ,18.0,US,20230327,I
861281.TI,医疗保健REIT Ⅳ,15.0,US,20230327,I
861282.TI,多户住宅REIT,14.0,US,20230327,I
861283.TI,单户住宅REIT,7.0,US,20230327,I
861284.TI,零售REIT Ⅳ,27.0,US,20230327,I
861285.TI,专业REIT Ⅳ,9.0,US,20230327,I
861286.TI,私人仓储REIT,5.0,US,20230327,I
861287.TI,电信塔REIT,3.0,US,20230327,I
861288.TI,林地REIT,3.0,US,20230327,I
861289.TI,数据中心REIT,2.0,US,20230327,I
861290.TI,多样化房地产活动,14.0,US,20230327,I
861291.TI,房地产经营公司,17.0,US,20230327,I
861292.TI,房地产开发,11.0,US,20230327,I
861293.TI,房地产服务,21.0,US,20230327,I
